Campo;Descripción campo;Tabla
g_currency_id;Código alfanumérico Modelo Global de 3 posiciones que clasifica la divisa/moneda de los paí­ses en base al estándar internacional ISO 4217. Por ejemplo: EUR (Euro), ARS (Peso Argentino), COP (Peso Colombiano), CAD (Dolar canadiense), USA (Dolar estadounidense)...;t_ksan_contract_nobbva_hem
g_customer_country_id;Identificador en el Modelo Global, código ISO identificativo del Paí­s al que pertenece el cliente;t_ksan_contract_nobbva_hem
g_customer_entity_id;Código identificativo del Banco/Entidad al que pertenece un cliente en el modelo global.;t_ksan_contract_nobbva_hem
g_customer_id;Identificador de cliente en modelo global, entendiéndose por cliente aquella persona, fí­sica o jurí­dica, que contrata un producto o servicio con la entidad financiera. Este código permite la identificación uní­voca de cada uno de ellos a nivel mundial, no pudiéndose repetir el mismo identificador en dos paí­ses distintos.;t_ksan_contract_nobbva_hem
g_data_provider_type;Código que identifica el proveedor de los datos en el modelo global: EUROBITS, AFTERBANKS, etc.;t_ksan_contract_nobbva_hem
g_last_change_user_id;Codigo de Modelo GLobal que permite identificar al usuario que realizó la última modificación.;t_ksan_contract_nobbva_hem
g_party_type;Tipo del modelo global del grado de participación/intervención de una persona en un Contrato. Refleja el nivel de participación en un contrato. Ejemplo: - Titular - Autorizado - Garante - Apoderado - Beneficiario - Otros;t_ksan_contract_nobbva_hem
g_swift_id;Código alfanumérico Modelo Global compuesto por 8 u 11 dí­gitos utilizado para identificar al banco receptor en las transferencias internacionales. Según sus siglas, se trata del código SWIFT Society for Woldwide Interbank Financial Telecommunication, o también denominado código BIC Bank Identifier Cod. Se trata de un código creado para aumentar la seguridad al realizar transferencias internacionales, con el fin de eliminar errores, reducir tiempos de espera y evitar costes adicionales.;t_ksan_contract_nobbva_hem
g_trans_credit_debit_type;Tipo utilizado en el modelo global para indicar si se trata de una transacción de crédito o débito.;t_ksan_contract_nobbva_hem
g_visible_cont_alias_ind_type;Indicador de visualización del Alias del contrato en el modelo global. Valores Posibles : Y/N;t_ksan_contract_nobbva_hem
gf_audit_date;Auditoria - Timestamp de inserción/modificación del registro en el objeto (tabla, fichero...);t_ksan_contract_nobbva_hem
gf_audit_regisn_date;Campo de auditoria para almacenar el timestamp del momento en el que se hizo el alta del registro.;t_ksan_contract_nobbva_hem
gf_audit_regisn_user_id;Campo de auditoria para almacenar el identificador del usuario que hizo el alta del registro.;t_ksan_contract_nobbva_hem
gf_billing_cycle_end_date;Momento en el cual finaliza el periodo de facturación en tarjetas de crédito. Este periodo se trata del ciclo de tiempo que el banco le brinda para realizar compras el desde el dí­a primero del mes y finalizará el dí­a 30 del mismo. También puede ir desde el 15 de un mes para el dí­a 15 del siguiente. No todos los ciclos de facturación son iguales dependerá de la Entidad y también de la tarjeta de crédito otorgada al Cliente. Durante el ciclo de facturación, se registrarán en la cuenta del cliente todas las compras realizadas, créditos, cuotas y cargos por financiamiento. Al final de este ciclo también se le facturará los cargos pendientes de pago y gastos realizados durante ese ciclo de facturación.;t_ksan_contract_nobbva_hem
gf_billing_cycle_start_date;Momento en el cual comienza el periodo de facturación en tarjetas de crédito. Este periodo se trata del ciclo de tiempo que el banco le brinda para realizar compras el desde el dí­a primero del mes y finalizará el dí­a 30 del mismo. También puede ir desde el 15 de un mes para el dí­a 15 del siguiente. No todos los ciclos de facturación son iguales dependerá de la Entidad y también de la tarjeta de crédito otorgada al Cliente. Durante el ciclo de facturación, se registrarán en la cuenta del cliente todas las compras realizadas, créditos, cuotas y cargos por financiamiento. Al final de este ciclo también se le facturará los cargos pendientes de pago y gastos realizados durante ese ciclo de facturación.;t_ksan_contract_nobbva_hem
gf_branch_id;Código que permite identificar a la sucursal / oficina perteneciente a la Entidad Financiera. La oficina o sucursal bancaria es la dependencia que establece una entidad financiera como principal canal de distribución de sus productos. La organización de la red de sucursales bancarias se basa, principalmente, en dos cuestiones de peso: en la polí­tica comercial del banco como en los aspectos demográficos de su clientela o, lo que es lo mismo, en el número determinado de ciudadanos que habita en una zona geográfica ya que, a mayor cantidad, más necesidad habrá de cubrir los servicios financieros. Igualmente, las sucursales bancarias mantienen tanto objetivos de í­ndole cuantitativa (estos se refieren a volumen de negocio, márgenes y resultados) como de tipo cualitativo (relacionados con la calidad que se ofrece al cliente en sus servicios). Las oficinas bancarias pueden desglosarse en diferentes clases atendiendo a distintos factores.;t_ksan_contract_nobbva_hem
gf_card_expiration_date;Momento de expiración de las obligaciones contractuales pactadas en relación al contrato realizado para la tarjeta (plástico) entre el cliente y la Entidad.;t_ksan_contract_nobbva_hem
gf_cont_assoc_iban_acct_id;Identificador del Código internacional de cuenta bancaria (IBAN) asociado al contrato.;t_ksan_contract_nobbva_hem
gf_contract_agg_alias_name;Nombre correspondiente al alias del contrato agregado de otros bancos.;t_ksan_contract_nobbva_hem
gf_contract_end_date;Momento en el cual se realiza la baja definitiva del contrato en la Entidad.;t_ksan_contract_nobbva_hem
gf_contract_start_date;Fecha en que se originó la relación contractual actual, es decir, la fecha en que el contrato se convirtió en vinculante para todas las partes.;t_ksan_contract_nobbva_hem
gf_cust_view_lcl_contract_id;Representación local del contrato desde la visión cliente. Puede ser IBAN, CCC o cualquier otro formato que ve el cliente y es distinto al formato de la clave local del contrato.;t_ksan_contract_nobbva_hem
gf_cutoff_date;Refleja el momento en el tiempo al que hacen referencia los datos del objeto (tabla, un fichero, etc.) Por ejemplo: - Reflejando el dí­a al que pertenece la información - Reflejando el mes al que pertenece la información mostrando el dí­a de cierre natural de mes;t_ksan_contract_nobbva_hem
gf_deposit_interest_desc;Descripción que especifica el tipo de interés aplicado al depósito. Por ejemplo: - TIN - TAE - Nominal;t_ksan_contract_nobbva_hem
gf_deposit_interest_per;Porcentaje de interés del depósito.;t_ksan_contract_nobbva_hem
gf_external_contract_id;Código identificador externo del contrato;t_ksan_contract_nobbva_hem
gf_fund_account_id;Identificador del número de cuenta del fondo. En traspasos de entrada el CCC del Ppa, en los de salida la cuenta instrumental, excepto en los internos a Ppa's que se indicará el CCC del Ppa destino.;t_ksan_contract_nobbva_hem
gf_fund_name_desc;Descripción ampliada del nombre del fondo.;t_ksan_contract_nobbva_hem
gf_fund_participants_number;Numero de participes en el fondo. Los partí­cipes de los fondos de inversión son los inversores, es decir las personas fí­sicas o jurí­dicas, así­ como otras Instituciones de Inversión Colectiva, que realizan aportaciones al fondo de inversión.;t_ksan_contract_nobbva_hem
gf_fund_value_date;Fecha De Valor Del Fondo;t_ksan_contract_nobbva_hem
gf_fund_yield_per;Rendimiento o porcentaje de beneficio (%) del Fondo;t_ksan_contract_nobbva_hem
gf_fund_yield_period_desc;Periodicidad Del Rendimiento Del Fondo;t_ksan_contract_nobbva_hem
gf_index_loan_reference_desc;Descripción del í­ndice al que hace referencia el préstamo.;t_ksan_contract_nobbva_hem
gf_invest_found_categ_desc;Descripción de la categorí­a asignada al fondo de invesión.;t_ksan_contract_nobbva_hem
gf_isin_fund_id;Identificador internacional de valores de un fondo. Los primeros caracteres coinciden con el código del paí­s. Los siguientes caracteres nuevos forman el número básico que puede contener el código nacional de identificación del valor en cada paí­s. El último carácter es un dí­gito de control.;t_ksan_contract_nobbva_hem
gf_last_modify_record_date;Momento en el que se actualiza algún dato del registro.;t_ksan_contract_nobbva_hem
gf_last_ok_data_state_date;Indica la fecha del último estado correcto de los datos.;t_ksan_contract_nobbva_hem
gf_loan_classification_type_id;Código de identificación utilizado para la clasificación del préstamo en función de una serie de caracterí­sticas comunes. Por ejemplo: - Préstamos personales: el préstamo personal es un producto bancario que permite al cliente o prestatario recibir una cierta cantidad de dinero de una entidad de crédito a cambio del compromiso de devolver esa cantidad, junto con los intereses, mediante pagos regulares. - Préstamos hipotecarios: en este tipo de entidad crediticia prestamista tiene una garantí­a especial para la recuperación del monto prestado: una hipoteca sobre una propiedad (una casa, generalmente) que generalmente es propiedad del cliente. La entidad de crédito puede hacer que se venda la propiedad hipotecada para recuperar la cantidad que le queda pendiente. - Otros;t_ksan_contract_nobbva_hem
gf_loan_interest_rate_per;Porcentaje de la tasa de interés del préstamo;t_ksan_contract_nobbva_hem
gf_loan_renovate_date;Fecha de renovación del préstamo;t_ksan_contract_nobbva_hem
gf_loan_spread_per;Porcentaje establecido por la entidad financiera que presta el dinero al que puede optar el Cliente en la elección. Este porcentaje representa la parte de los intereses que obtiene como remuneración el banco cuando presta dinero en un prestamo. Cada banco ofrece sus prestamos con su propio diferencial dentro de sus lineas/prestamos.;t_ksan_contract_nobbva_hem
gf_main_balance_ctrct_amount;Almacena el saldo principal de cada tipo de contrato: el contable para Cuentas Personales, el lí­mite para las de Crédito, el saldo valor para las Cuentas de Valores, etc.;t_ksan_contract_nobbva_hem
gf_next_card_fee_clct_date;Momento en el que se realizará el cobro de la próxima cuota de la tarjeta.;t_ksan_contract_nobbva_hem
gf_next_payment_date;Fecha próxima en la cual se solicita al cliente realizar el pago siguiente de su obligación, por ejemplo: Créditos,tarjetas de créditos, préstamos,contratos etc.;t_ksan_contract_nobbva_hem
gf_pension_plan_name;Nombre correspondiente al plan de pensiones.;t_ksan_contract_nobbva_hem
gf_pp_invest_units_number;Cantidad De Unidades Invertidas En El Plan De Pensiones;t_ksan_contract_nobbva_hem
gf_pp_invest_yield_per;Rendimiento neto de la inversión del plan de pensiones;t_ksan_contract_nobbva_hem
gf_pp_mthly_yield_per;Rendimiento mensual obtenido en porcentaje por el plan de pensiones (%).;t_ksan_contract_nobbva_hem
gf_pp_value_date;Fecha De Valor Del Plan De Pension;t_ksan_contract_nobbva_hem
gf_pp_year_yield_per;Rendimiento obtenido por el plan en el aí±o actual (%);t_ksan_contract_nobbva_hem
gf_pp_yield_per;Rendimiento total del contrato que el usuario tiene en el plan de pensiones (%);t_ksan_contract_nobbva_hem
gf_product_name;Descripción de negocio que se asigna al producto;t_ksan_contract_nobbva_hem
gf_user_audit_id;Auditoria - Identificador del usuario/proceso que ha realizado la inserción/modificación del registro en el objeto (tabla, fichero...).;t_ksan_contract_nobbva_hem
g_country_id;Código ISO del modelo global que permite identificar de manera uní­voca un paí­s.;t_ksan_contract_nobbva_hem
g_entity_id;Código que permite identificar de manera uní­voca a la entidad financiera en el modelo global. El campo va a estar formado con paí­s y entidad. Una entidad financiera es cualquier entidad o agrupación que tiene como objetivo y fin ofrecer servicios de carácter financiero y que van desde la simple intermediación y asesoramiento al mercado de los seguros o créditos bancarios. El campo está compuesto por paí­s y entidad.;t_ksan_contract_nobbva_hem
g_aggregator_product_type;Tipos de producto del modelo global que se pueden recibir de los agregadores de informacion de otros bancos.;t_ksan_contract_nobbva_log
g_balance_type;Código del modelo global que permite identificar el tipo de saldo: - Contable - Disponible - Otros;t_ksan_contract_nobbva_log
g_contract_non_bbva_id;Código de modelo global que permite identificar el contrato NO BBVA de manera uní­voca a nivel global.;t_ksan_contract_nobbva_log
g_ctrct_opern_status_type;Tipo de estado operacional del contrato del modelo global: en vigor, cancelado, anulado, propuesta, etc.;t_ksan_contract_nobbva_log
g_ctrct_opern_substatus_type;Tipo de subestado operacional del contrato del modelo global. Un ejemplo de los valores que puede tomar son: en vigor, cancelado, anulado, propuesta, etc.;t_ksan_contract_nobbva_log
g_currency_id;Código alfanumérico Modelo Global de 3 posiciones que clasifica la divisa/moneda de los paí­ses en base al estándar internacional ISO 4217. Por ejemplo: EUR (Euro), ARS (Peso Argentino), COP (Peso Colombiano), CAD (Dolar canadiense), USA (Dolar estadounidense)...;t_ksan_contract_nobbva_log
g_customer_country_id;Identificador en el Modelo Global, código ISO identificativo del Paí­s al que pertenece el cliente;t_ksan_contract_nobbva_log
g_customer_entity_id;Código identificativo del Banco/Entidad al que pertenece un cliente en el modelo global.;t_ksan_contract_nobbva_log
g_customer_id;Identificador de cliente en modelo global, entendiéndose por cliente aquella persona, fí­sica o jurí­dica, que contrata un producto o servicio con la entidad financiera. Este código permite la identificación uní­voca de cada uno de ellos a nivel mundial, no pudiéndose repetir el mismo identificador en dos paí­ses distintos.;t_ksan_contract_nobbva_log
